13.3,-79.4,20121023,0,24,1003
13.0,-79.1,20121023,600,25,1001
13.0,-79.1,20121023,1200,28,999
13.9,-78.8,20121023,1800,31,998
14.1,-78.8,20121024,0,29,998
14.7,-78.2,20121024,600,32,998
15.7,-77.7,20121024,1200,34,997
16.7,-77.7,20121024,1800,37,994
18.1,-76.8,20121025,0,42,993
19.2,-76.8,20121025,600,41,992
20.6,-76.3,20121025,1200,39,993
21.7,-76.0,20121025,1800,40,992
22.6,-75.4,20121026,0,40,990
24.0,-75.4,20121026,600,39,988
24.8,-75.4,20121026,1200,41,988
25.9,-75.7,20121026,1800,43,986
26.8,-76.3,20121027,0,53,983
25.9,-76.3,20121027,600,52,980
27.2,-75.3,20121027,1200,49,978
28.5,-75.1,20121027,1800,50,979
29.3,-75.1,20121028,0,52,977
30.1,-74.7,20121028,600,51,975
30.7,-72.9,20121028,1200,53,975
32.7,-72.0,20121028,1800,62,973
33.6,-72.4,20121029,0,68,969
34.1,-71.8,20121029,600,66,966
33.8,-69.5,20121029,1200,69,960
35.8,-68.4,20121029,1800,63,958
36.1,-67.3,20121030,0,56,961
37.7,-66.7,20121030,600,57,959
38.3,-67.3,20121030,1200,62,958
40.1,-67.0,20121030,1800,57,955
40.6,-68.7,20121031,0,57,949
41.1,-69.5,20121031,600,57,948
40.8,-70.1,20121031,1200,50,956
41.1,-70.1,20121031,1800,46,963
41.1,-69.2,20121101,0,47,969
41.7,-67.5,20121101,600,43,972
42.8,-66.1,20121101,1200,41,976
43.9,-65.0,20121101,1800,37,979
44.5,-64.7,20121102,0,35,983
45.2,-67.0,20121102,600,28,984
44.6,-67.5,20121102,1200,28,986
44.6,-68.7,20121102,1800,32,989
43.5,-68.7,20121103,0,29,991
