13.3,-79.4,20121023,0,27,1002
13.0,-79.4,20121023,600,27,1000
13.3,-79.1,20121023,1200,29,1000
13.9,-79.1,20121023,1800,31,997
14.4,-79.1,20121024,0,32,998
15.0,-79.4,20121024,600,34,999
15.8,-78.5,20121024,1200,32,999
17.0,-78.2,20121024,1800,32,997
18.2,-77.8,20121025,0,36,998
19.5,-78.0,20121025,600,41,995
20.3,-77.4,20121025,1200,39,995
22.0,-77.4,20121025,1800,38,995
23.0,-76.7,20121026,0,41,992
24.0,-76.3,20121026,600,43,989
24.8,-75.7,20121026,1200,48,989
25.1,-76.1,20121026,1800,52,989
25.9,-76.5,20121027,0,48,986
26.4,-76.5,20121027,600,46,984
27.3,-76.5,20121027,1200,47,983
28.2,-76.3,20121027,1800,45,981
29.3,-75.4,20121028,0,51,978
30.7,-75.4,20121028,600,56,972
31.0,-74.6,20121028,1200,59,969
