13.3,-79.4,20121023,0,25,1001
13.3,-78.5,20121023,600,26,999
14.1,-78.8,20121023,1200,31,998
14.1,-78.7,20121023,1800,35,996
15.0,-78.5,20121024,0,35,995
15.5,-78.0,20121024,600,39,993
16.7,-78.2,20121024,1200,41,992
17.2,-78.2,20121024,1800,44,989
18.6,-78.0,20121025,0,44,988
19.2,-78.0,20121025,600,45,988
20.3,-77.4,20121025,1200,44,987
21.7,-77.4,20121025,1800,47,986
22.3,-76.8,20121026,0,46,983
23.1,-77.1,20121026,600,49,981
24.0,-77.1,20121026,1200,46,982
24.5,-77.4,20121026,1800,52,981
24.8,-77.7,20121027,0,46,981
24.8,-77.7,20121027,600,47,981
25.7,-77.1,20121027,1200,51,981
26.5,-76.5,20121027,1800,53,981
27.1,-75.7,20121028,0,55,980
