13.3,-79.4,20121023,0,25,1003
13.0,-78.8,20121023,600,26,999
13.3,-78.2,20121023,1200,32,998
14.4,-77.7,20121023,1800,39,995
14.7,-77.7,20121024,0,33,995
15.5,-76.8,20121024,600,40,994
17.0,-76.8,20121024,1200,41,993
18.9,-76.5,20121024,1800,47,990
19.8,-76.3,20121025,0,47,989
21.4,-76.3,20121025,600,44,988
23.1,-76.0,20121025,1200,45,985
24.0,-76.3,20121025,1800,47,983
24.8,-75.7,20121026,0,50,981
25.4,-75.7,20121026,600,52,982
25.9,-76.3,20121026,1200,52,983
26.2,-76.5,20121026,1800,50,981
26.5,-76.5,20121027,0,44,980
27.4,-76.8,20121027,600,44,979
27.6,-77.1,20121027,1200,45,978
28.2,-76.5,20121027,1800,48,977
29.0,-75.7,20121028,0,52,975
29.9,-74.9,20121028,600,52,973
31.0,-74.0,20121028,1200,53,970
32.1,-72.9,20121028,1800,55,967
33.2,-72.1,20121029,0,67,963
33.8,-71.2,20121029,600,69,956
35.2,-70.1,20121029,1200,69,953
37.2,-70.9,20121029,1800,69,947
38.0,-72.6,20121030,0,56,942
38.3,-74.0,20121030,600,54,941
38.3,-74.6,20121030,1200,47,945
38.6,-74.6,20121030,1800,46,952
39.2,-74.0,20121031,0,49,963
40.6,-73.5,20121031,600,46,970
42.0,-73.2,20121031,1200,43,978
43.4,-73.5,20121031,1800,44,982
43.9,-73.2,20121101,0,41,985
44.9,-71.8,20121101,600,37,988
