13.3,-79.4,20121023,0,24,1003
12.7,-79.4,20121023,600,25,1001
12.7,-78.5,20121023,1200,31,998
13.6,-78.2,20121023,1800,36,995
14.1,-77.7,20121024,0,32,995
15.3,-77.1,20121024,600,42,994
16.1,-76.8,20121024,1200,42,994
17.5,-76.8,20121024,1800,46,991
19.2,-76.8,20121025,0,47,988
20.6,-76.3,20121025,600,41,988
22.0,-76.3,20121025,1200,43,986
23.4,-76.0,20121025,1800,45,985
24.5,-76.3,20121026,0,50,983
25.0,-76.4,20121026,600,58,981
25.9,-76.5,20121026,1200,53,981
25.9,-77.4,20121026,1800,52,981
26.0,-77.8,20121027,0,48,980
25.7,-78.2,20121027,600,48,979
25.9,-77.7,20121027,1200,45,977
26.5,-77.1,20121027,1800,41,975
27.4,-76.3,20121028,0,45,973
28.5,-75.1,20121028,600,46,970
29.9,-74.3,20121028,1200,55,967
30.7,-73.7,20121028,1800,55,962
30.7,-72.3,20121029,0,62,958
31.0,-70.6,20121029,600,64,958
31.6,-68.7,20121029,1200,57,960
32.1,-67.3,20121029,1800,57,960
32.7,-65.9,20121030,0,60,959
33.0,-64.2,20121030,600,59,956
33.5,-62.5,20121030,1200,64,954
34.4,-61.4,20121030,1800,59,954
34.9,-60.2,20121031,0,57,956
35.8,-58.8,20121031,600,54,957
37.2,-59.1,20121031,1200,57,957
38.0,-59.7,20121031,1800,56,957
38.9,-60.0,20121101,0,62,958
40.6,-60.8,20121101,600,59,956
41.7,-62.2,20121101,1200,53,958
41.7,-63.9,20121101,1800,45,960
41.4,-63.9,20121102,0,45,964
40.9,-63.9,20121102,600,47,967
41.2,-63.6,20121102,1200,49,970
41.0,-64.2,20121102,1800,52,974
40.1,-65.9,20121103,0,56,974
38.4,-66.4,20121103,600,54,974
37.3,-65.3,20121103,1200,50,981
36.7,-64.2,20121103,1800,48,983
36.2,-64.2,20121104,0,53,985
35.1,-64.2,20121104,600,53,985
34.5,-63.6,20121104,1200,48,986
33.9,-62.5,20121104,1800,48,987
33.4,-61.4,20121105,0,45,988
33.4,-59.7,20121105,600,48,985
33.9,-57.4,20121105,1200,55,983
35.1,-56.9,20121105,1800,53,980
35.1,-57.1,20121106,0,56,977
34.4,-57.3,20121106,600,56,972
34.5,-55.7,20121106,1200,50,974
35.1,-55.2,20121106,1800,48,977
35.6,-55.2,20121107,0,43,981
