13.3,-79.4,20121023,0,24,1003
13.0,-79.4,20121023,600,25,1001
13.3,-79.1,20121023,1200,31,999
13.9,-78.5,20121023,1800,35,996
14.1,-78.5,20121024,0,29,996
15.0,-78.2,20121024,600,36,995
15.5,-78.0,20121024,1200,37,995
16.1,-77.7,20121024,1800,38,992
17.0,-77.1,20121025,0,40,990
18.4,-76.8,20121025,600,46,990
18.9,-76.8,20121025,1200,48,989
20.3,-76.3,20121025,1800,44,991
21.4,-76.0,20121026,0,44,990
21.8,-76.2,20121026,600,48,989
22.3,-76.0,20121026,1200,47,988
23.4,-75.7,20121026,1800,48,987
24.0,-75.7,20121027,0,56,986
24.5,-75.7,20121027,600,53,985
24.8,-74.9,20121027,1200,51,985
25.9,-73.5,20121027,1800,47,985
26.8,-72.3,20121028,0,51,984
27.9,-71.8,20121028,600,49,983
28.5,-71.7,20121028,1200,48,981
28.4,-70.8,20121028,1800,56,978
28.8,-68.7,20121029,0,49,979
30.2,-67.5,20121029,600,48,977
30.7,-67.5,20121029,1200,59,971
30.7,-66.7,20121029,1800,67,970
30.2,-64.7,20121030,0,62,968
31.0,-62.8,20121030,600,48,969
31.3,-61.4,20121030,1200,46,972
32.1,-60.2,20121030,1800,48,971
32.7,-58.3,20121031,0,50,972
33.3,-56.9,20121031,600,48,968
33.8,-55.2,20121031,1200,51,967
34.4,-53.8,20121031,1800,51,965
35.5,-52.6,20121101,0,55,962
36.1,-52.4,20121101,600,54,957
36.1,-51.5,20121101,1200,65,957
36.3,-50.1,20121101,1800,72,957
37.2,-49.0,20121102,0,57,962
