13.3,-79.4,20121023,0,24,1002
13.0,-78.5,20121023,600,27,1001
13.9,-78.0,20121023,1200,30,999
14.7,-78.0,20121023,1800,34,997
15.5,-77.7,20121024,0,29,998
16.0,-77.1,20121024,600,37,998
17.0,-77.4,20121024,1200,39,997
17.9,-77.1,20121024,1800,37,994
18.6,-76.0,20121025,0,38,994
19.5,-75.7,20121025,600,44,992
21.7,-75.1,20121025,1200,45,992
22.6,-75.1,20121025,1800,41,991
24.0,-74.0,20121026,0,42,988
24.8,-73.7,20121026,600,43,988
25.9,-74.0,20121026,1200,50,989
26.2,-74.9,20121026,1800,49,988
26.2,-75.1,20121027,0,50,987
26.3,-75.1,20121027,600,46,987
26.8,-74.3,20121027,1200,45,986
31.3,-72.6,20121028,1200,52,976
32.0,-72.1,20121028,1800,50,970
33.0,-70.6,20121029,0,51,968
34.7,-69.8,20121029,600,56,966
36.3,-72.3,20121029,1200,59,958
35.5,-73.5,20121029,1800,59,952
36.4,-73.1,20121030,0,58,952
37.6,-73.1,20121030,600,62,952
38.3,-74.9,20121030,1200,47,953
38.6,-76.3,20121030,1800,41,962
38.6,-77.1,20121031,0,38,974
38.3,-77.4,20121031,600,37,982
38.0,-77.1,20121031,1200,37,989
39.2,-75.2,20121031,1800,35,993
41.1,-72.3,20121101,600,26,998
42.0,-70.6,20121101,1800,30,1002
41.8,-69.8,20121102,600,31,1001
40.1,-69.2,20121102,1200,31,1001
37.3,-67.5,20121103,0,35,999
35.1,-65.9,20121103,1800,31,997
