13.3,-79.4,20121023,0,26,1002
13.0,-78.7,20121023,600,27,999
13.6,-78.2,20121023,1200,30,999
14.4,-78.2,20121023,1800,32,996
15.0,-78.2,20121024,0,33,997
15.5,-77.4,20121024,600,36,995
16.5,-77.5,20121024,1200,41,993
17.5,-77.4,20121024,1800,43,992
18.6,-77.7,20121025,0,41,991
19.5,-76.5,20121025,600,42,989
20.1,-76.5,20121025,1200,44,988
21.5,-76.6,20121025,1800,46,988
22.6,-76.0,20121026,0,42,988
23.1,-75.7,20121026,600,46,986
24.0,-75.1,20121026,1200,44,984
25.0,-74.3,20121026,1800,42,986
26.1,-74.2,20121027,0,47,986
27.1,-74.6,20121027,600,44,984
27.9,-74.9,20121027,1200,46,985
28.2,-74.6,20121027,1800,46,983
28.2,-72.9,20121028,0,43,984
31.0,-70.4,20121028,1800,51,977
31.3,-67.0,20121029,600,48,979
31.5,-64.3,20121029,1200,43,981
33.0,-62.2,20121029,1800,40,983
