13.3,-79.4,20121023,0,23,1003
13.0,-79.1,20121023,600,26,1001
13.3,-78.8,20121023,1200,29,1000
13.9,-78.2,20121023,1800,33,998
14.7,-78.2,20121024,0,31,998
15.8,-77.7,20121024,600,38,997
16.1,-78.2,20121024,1200,40,996
17.0,-77.7,20121024,1800,41,994
17.5,-77.1,20121025,0,39,994
18.6,-76.8,20121025,600,38,993
19.2,-76.8,20121025,1200,40,993
20.4,-76.2,20121025,1800,38,995
21.7,-75.1,20121026,0,39,994
23.4,-74.3,20121026,600,44,991
24.5,-74.9,20121026,1200,47,991
25.4,-75.7,20121026,1800,53,990
25.7,-76.8,20121027,0,54,985
26.2,-76.8,20121027,600,53,981
26.5,-76.8,20121027,1200,47,981
27.9,-76.0,20121027,1800,48,980
29.3,-75.1,20121028,0,47,978
31.6,-71.2,20121028,1200,50,978
34.4,-70.4,20121028,1800,54,975
37.5,-70.1,20121029,0,62,971
41.1,-70.9,20121029,600,72,963
45.8,-75.2,20121029,1200,44,967
