13.3,-79.4,20121023,0,24,1002
13.0,-78.5,20121023,600,25,1000
13.9,-78.2,20121023,1200,32,998
14.7,-78.5,20121023,1800,32,997
15.3,-78.2,20121024,0,32,997
15.8,-77.4,20121024,600,36,996
16.7,-77.7,20121024,1200,38,996
17.5,-77.4,20121024,1800,40,994
18.9,-77.1,20121025,0,40,994
19.7,-76.6,20121025,600,43,992
21.4,-76.5,20121025,1200,41,991
22.3,-76.5,20121025,1800,43,990
23.1,-76.8,20121026,0,45,990
23.4,-76.5,20121026,600,43,990
24.3,-76.5,20121026,1200,46,989
24.9,-77.2,20121026,1800,43,987
25.6,-77.0,20121027,0,47,984
25.7,-76.3,20121027,600,51,981
27.1,-75.1,20121027,1200,47,980
28.2,-74.3,20121027,1800,52,977
29.3,-72.0,20121028,0,45,979
31.0,-69.5,20121028,600,49,980
