13.3,-79.4,20121023,0,24,1003
13.0,-78.5,20121023,600,27,999
14.1,-78.5,20121023,1200,32,998
14.7,-78.2,20121023,1800,32,996
15.8,-78.0,20121024,0,35,996
16.4,-78.0,20121024,600,35,996
17.5,-77.4,20121024,1200,40,995
18.1,-78.8,20121024,1800,39,993
19.2,-78.0,20121025,0,37,993
20.3,-77.7,20121025,600,43,992
22.0,-78.0,20121025,1200,45,991
22.2,-78.1,20121025,1800,42,992
22.6,-78.2,20121026,0,42,990
22.6,-78.2,20121026,600,41,988
23.1,-76.8,20121026,1200,43,989
24.8,-76.0,20121026,1800,42,989
25.7,-76.3,20121027,0,45,988
25.7,-75.7,20121027,600,46,986
27.1,-74.3,20121027,1200,44,985
29.0,-73.5,20121027,1800,47,984
