13.3,-79.4,20121023,0,27,1001
13.0,-78.5,20121023,600,28,1000
13.9,-78.0,20121023,1200,31,997
14.7,-78.2,20121023,1800,37,995
15.5,-78.2,20121024,0,38,995
16.7,-77.7,20121024,600,39,994
17.8,-77.7,20121024,1200,40,995
19.2,-77.7,20121024,1800,41,991
19.6,-77.4,20121025,0,42,989
21.2,-77.1,20121025,600,39,989
22.9,-76.5,20121025,1200,41,988
24.0,-76.5,20121025,1800,43,987
25.4,-76.8,20121026,0,47,985
25.7,-78.2,20121026,600,52,983
25.7,-78.5,20121026,1200,49,982
25.9,-78.5,20121026,1800,46,984
26.2,-78.2,20121027,0,47,982
27.4,-78.5,20121027,600,45,981
27.1,-78.0,20121027,1200,46,979
28.2,-76.3,20121027,1800,50,978
29.9,-74.9,20121028,0,51,977
31.8,-74.0,20121028,600,48,974
33.5,-73.5,20121028,1200,51,971
34.7,-72.9,20121028,1800,55,966
36.3,-72.3,20121029,0,57,963
38.3,-72.9,20121029,600,58,954
40.3,-74.0,20121029,1200,62,947
41.1,-75.7,20121029,1800,44,962
41.7,-76.8,20121030,0,45,973
41.4,-77.1,20121030,600,43,978
41.1,-76.5,20121030,1200,38,983
40.8,-75.1,20121030,1800,36,987
43.1,-75.4,20121031,0,31,988
45.1,-76.3,20121031,1200,33,992
49.0,-74.3,20121101,1200,26,1000
48.1,-72.0,20121102,0,24,1005
