13.3,-79.4,20121023,0,27,1002
13.0,-78.8,20121023,600,26,999
13.9,-78.2,20121023,1200,36,998
14.7,-78.8,20121023,1800,37,995
15.0,-78.5,20121024,0,35,996
16.4,-78.5,20121024,600,39,995
17.2,-78.5,20121024,1200,42,994
18.3,-78.6,20121024,1800,39,993
19.0,-78.5,20121025,0,41,991
19.8,-78.0,20121025,600,39,989
20.6,-77.7,20121025,1200,39,987
22.3,-76.8,20121025,1800,41,987
23.4,-76.3,20121026,0,46,984
24.5,-76.0,20121026,600,48,983
25.1,-76.0,20121026,1200,48,981
25.7,-75.7,20121026,1800,48,980
26.5,-76.0,20121027,0,52,977
26.3,-76.4,20121027,600,56,973
26.2,-75.7,20121027,1200,53,975
26.8,-75.4,20121027,1800,50,975
27.1,-74.6,20121028,0,52,974
27.4,-73.5,20121028,600,50,976
28.2,-71.8,20121028,1200,54,974
29.6,-70.9,20121028,1800,51,973
29.9,-70.6,20121029,0,48,973
29.6,-69.5,20121029,600,45,974
29.6,-67.3,20121029,1200,48,975
30.2,-65.3,20121029,1800,48,976
30.7,-62.8,20121030,0,49,979
31.3,-60.8,20121030,600,45,978
31.3,-58.3,20121030,1200,49,982
31.0,-54.9,20121030,1800,48,985
30.4,-50.7,20121031,0,46,988
29.9,-46.8,20121031,600,44,989
29.6,-42.2,20121031,1200,45,991
30.4,-32.4,20121101,0,43,987
31.6,-27.3,20121101,600,50,980
33.5,-22.8,20121101,1200,53,977
