13.3,-79.1,20121023,0,26,1001
13.3,-78.8,20121023,600,26,999
13.9,-78.5,20121023,1200,33,997
14.1,-78.2,20121023,1800,36,995
15.0,-78.2,20121024,0,36,995
16.1,-78.0,20121024,600,44,994
17.2,-78.5,20121024,1200,42,994
18.9,-78.2,20121024,1800,40,993
19.2,-78.2,20121025,0,36,991
20.6,-77.7,20121025,600,39,991
22.3,-77.7,20121025,1200,39,989
23.1,-76.8,20121025,1800,42,988
24.8,-76.5,20121026,0,42,984
25.9,-76.8,20121026,600,47,983
26.8,-77.4,20121026,1200,52,982
27.4,-78.2,20121026,1800,50,981
27.7,-78.3,20121027,0,55,978
28.2,-77.8,20121027,600,51,975
29.3,-76.9,20121027,1200,52,974
30.7,-77.4,20121027,1800,46,970
32.1,-77.1,20121028,0,48,967
33.5,-76.8,20121028,600,53,961
35.2,-76.5,20121028,1200,52,962
37.7,-77.7,20121028,1800,47,965
41.2,-82.1,20121029,0,48,970
41.9,-84.7,20121029,600,49,971
41.4,-87.2,20121029,1200,42,972
40.3,-87.5,20121029,1800,32,978
40.3,-86.7,20121030,0,29,987
40.6,-85.3,20121030,600,29,992
