13.3,-79.4,20121023,0,26,1001
13.3,-78.5,20121023,600,29,999
14.1,-78.5,20121023,1200,31,997
14.7,-78.2,20121023,1800,35,994
15.3,-78.2,20121024,0,36,995
16.7,-78.0,20121024,600,40,994
17.3,-77.9,20121024,1200,43,993
17.9,-78.2,20121024,1800,40,991
19.2,-77.7,20121025,0,45,990
19.7,-76.5,20121025,600,42,990
20.8,-76.0,20121025,1200,43,989
22.6,-75.4,20121025,1800,45,985
24.0,-74.9,20121026,0,46,983
25.1,-75.1,20121026,600,48,980
25.9,-75.4,20121026,1200,53,978
26.6,-76.2,20121026,1800,54,974
27.1,-76.8,20121027,0,56,971
27.6,-77.1,20121027,600,54,968
28.2,-76.8,20121027,1200,56,966
29.0,-76.3,20121027,1800,57,964
30.4,-74.9,20121028,0,55,963
32.1,-74.0,20121028,600,54,960
34.1,-72.3,20121028,1200,58,957
37.5,-72.0,20121028,1800,66,951
40.3,-75.1,20121029,0,57,949
41.1,-79.1,20121029,600,49,959
41.1,-81.2,20121029,1200,48,964
40.8,-80.8,20121029,1800,46,973
41.4,-80.5,20121030,0,34,980
42.2,-80.5,20121030,600,35,984
