13.3,-79.4,20121023,0,26,1002
13.0,-78.8,20121023,600,24,1000
13.6,-78.0,20121023,1200,33,998
14.7,-78.0,20121023,1800,33,996
15.8,-77.7,20121024,0,37,996
17.0,-77.4,20121024,600,42,995
17.8,-77.8,20121024,1200,40,995
18.9,-78.2,20121024,1800,40,993
19.5,-76.8,20121025,0,40,994
20.6,-76.8,20121025,600,39,993
21.4,-76.8,20121025,1200,41,991
22.9,-76.5,20121025,1800,41,990
23.7,-76.5,20121026,0,45,987
24.5,-77.4,20121026,600,46,985
24.8,-78.0,20121026,1200,50,984
25.1,-78.0,20121026,1800,43,983
25.4,-78.0,20121027,0,43,983
25.7,-77.7,20121027,600,39,984
26.2,-77.4,20121027,1200,40,982
27.1,-76.5,20121027,1800,42,982
28.2,-76.0,20121028,0,46,980
28.8,-75.4,20121028,600,42,977
28.8,-74.0,20121028,1200,49,974
29.6,-72.3,20121028,1800,52,971
31.0,-70.4,20121029,0,55,966
32.4,-69.5,20121029,600,56,958
33.3,-69.5,20121029,1200,72,951
33.5,-67.5,20121029,1800,79,947
34.9,-65.3,20121030,0,60,946
36.3,-64.5,20121030,600,66,943
37.5,-62.8,20121030,1200,70,944
39.2,-62.2,20121030,1800,78,940
40.6,-62.2,20121031,0,66,939
42.0,-62.5,20121031,600,63,938
43.7,-63.0,20121031,1200,74,939
45.6,-65.3,20121031,1800,56,943
46.2,-68.7,20121101,0,45,953
45.6,-70.4,20121101,600,48,961
44.8,-69.8,20121101,1200,46,972
45.6,-67.5,20121101,1800,45,978
47.0,-65.6,20121102,0,39,981
48.0,-64.2,20121102,600,38,982
49.7,-62.5,20121102,1200,36,984
