latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.5,129.1,967.0,36.5
24.900000000000002,128.9,962.0,35.0
24.7,128.3,960.0,30.400000000000002
25.0,127.7,957.0,29.8
25.400000000000002,127.2,956.0,30.900000000000002
25.400000000000002,126.4,955.0,35.0
25.400000000000002,126.0,954.0,30.900000000000002
25.7,125.5,953.0,31.900000000000002
26.0,125.5,956.0,31.400000000000002
26.1,125.4,957.0,34.0
26.2,125.4,956.0,30.400000000000002
26.6,125.7,959.0,29.8
27.1,126.2,960.0,30.400000000000002
27.5,126.4,959.0,29.8
28.1,127.0,960.0,28.8
28.6,127.5,961.0,29.8
29.1,127.5,961.0,26.200000000000003
29.1,127.7,958.0,29.8
29.2,128.1,960.0,29.3
29.3,128.8,960.0,28.3
29.400000000000002,129.0,961.0,29.8
29.900000000000002,129.4,957.0,31.400000000000002
30.2,129.6,958.0,29.8
30.8,129.6,961.0,26.8
31.5,129.5,965.0,27.8
32.4,129.4,966.0,23.200000000000003
33.2,129.6,970.0,22.6
34.6,129.7,972.0,24.200000000000003
36.1,130.5,974.0,23.200000000000003
37.7,131.2,975.0,23.700000000000003
39.800000000000004,132.3,977.0,23.200000000000003
42.0,133.7,977.0,21.1
44.1,136.1,980.0,23.200000000000003
46.0,138.6,985.0,24.700000000000003
47.6,140.9,988.0,18.5
48.6,143.8,992.0,17.0
49.4,147.4,994.0,16.5
50.0,149.8,994.0,15.4
49.4,151.3,994.0,16.5
