latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.6,129.3,96600.0,34.0
25.0,128.8,96300.0,32.9
25.2,127.9,96400.0,32.9
25.2,127.4,96000.0,35.0
25.6,126.9,95400.0,41.2
25.6,126.2,95100.0,39.1
25.6,125.3,95200.0,35.5
25.900000000000002,124.8,95100.0,37.0
25.900000000000002,124.60000000000001,95300.0,44.800000000000004
25.6,124.3,95200.0,40.6
25.900000000000002,124.10000000000001,95400.0,41.2
25.900000000000002,124.3,95800.0,39.6
25.8,124.8,95900.0,33.4
25.7,125.2,96000.0,33.4
25.900000000000002,126.2,96300.0,31.400000000000002
26.6,126.9,96500.0,28.8
27.0,127.60000000000001,96800.0,29.3
27.2,128.1,96800.0,26.200000000000003
27.400000000000002,128.8,96900.0,26.200000000000003
27.5,129.5,96900.0,26.200000000000003
27.6,130.1,96700.0,28.8
27.900000000000002,130.6,96400.0,28.3
28.400000000000002,131.0,96400.0,28.8
28.3,131.5,96100.0,28.8
28.2,132.0,96200.0,27.8
28.8,131.9,96100.0,27.8
29.0,132.2,96100.0,28.3
29.3,131.8,95800.0,29.3
28.900000000000002,131.9,95900.0,29.3
28.7,132.1,95900.0,28.3
28.6,132.2,96200.0,26.200000000000003
28.400000000000002,132.4,96200.0,28.3
28.2,132.5,96300.0,27.3
28.400000000000002,132.6,96300.0,25.700000000000003
28.6,132.8,96500.0,26.8
29.1,132.8,96600.0,27.3
29.3,133.1,97000.0,24.200000000000003
29.8,132.8,97100.0,25.700000000000003
30.400000000000002,133.2,97400.0,25.200000000000003
30.6,132.9,97500.0,24.200000000000003
31.400000000000002,133.4,97700.0,25.200000000000003
