latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.6,129.2,970.0,29.3
24.900000000000002,128.5,965.0,29.3
25.3,127.60000000000001,966.0,30.400000000000002
25.8,127.3,966.0,28.8
26.0,126.8,965.0,29.3
26.400000000000002,125.9,963.0,27.3
26.8,124.8,961.0,31.900000000000002
27.1,124.4,961.0,32.4
27.2,123.8,960.0,35.5
27.400000000000002,123.10000000000001,957.0,39.1
27.400000000000002,122.2,961.0,36.5
27.400000000000002,121.2,963.0,35.5
27.3,120.8,967.0,28.3
26.6,120.2,974.0,23.200000000000003
26.1,120.0,977.0,25.700000000000003
26.1,119.60000000000001,979.0,21.6
26.2,119.60000000000001,984.0,20.1
26.0,119.2,985.0,20.6
25.400000000000002,119.0,988.0,19.0
24.900000000000002,118.4,990.0,16.5
24.400000000000002,117.7,990.0,16.0
24.5,117.60000000000001,989.0,17.5
23.6,116.9,990.0,15.4
24.900000000000002,116.5,990.0,14.4
24.900000000000002,116.5,992.0,13.9
24.900000000000002,116.0,990.0,11.8
24.8,115.3,991.0,11.3
24.400000000000002,115.3,992.0,12.9
24.7,115.2,993.0,13.9
25.8,114.8,991.0,11.3
24.900000000000002,114.10000000000001,992.0,11.3
25.3,115.0,993.0,14.4
25.6,114.60000000000001,994.0,13.9
26.2,113.2,993.0,10.8
26.900000000000002,113.2,994.0,9.3
26.0,113.10000000000001,995.0,10.8
27.7,112.7,994.0,5.7
26.400000000000002,112.0,994.0,10.3
26.400000000000002,112.10000000000001,994.0,11.3
