latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.6,129.7,97300.0,28.8
25.1,128.6,97100.0,28.8
24.900000000000002,127.8,97000.0,30.400000000000002
25.2,127.7,96400.0,34.0
25.5,127.4,96100.0,35.0
25.8,126.5,95600.0,37.0
25.8,126.0,95600.0,39.1
26.0,125.4,95700.0,35.5
26.0,125.4,95600.0,40.1
26.0,125.3,95600.0,35.0
25.900000000000002,125.2,95800.0,32.9
26.0,125.60000000000001,96200.0,31.900000000000002
26.0,125.9,96200.0,31.900000000000002
26.1,126.5,95800.0,36.5
26.1,126.9,96300.0,31.900000000000002
26.6,127.60000000000001,96500.0,27.8
26.8,128.2,96800.0,25.700000000000003
27.0,128.9,96700.0,29.3
27.5,129.5,97100.0,27.8
27.8,129.9,96900.0,29.8
27.900000000000002,130.2,97000.0,28.3
27.900000000000002,130.2,96800.0,25.200000000000003
27.8,130.0,97000.0,27.8
28.0,131.0,96600.0,28.3
28.0,131.0,96800.0,27.8
28.0,130.8,96700.0,28.8
28.2,131.0,96600.0,29.8
28.5,130.9,96600.0,31.400000000000002
29.0,131.1,96900.0,29.3
29.1,130.7,96900.0,26.8
29.2,130.6,97100.0,30.400000000000002
29.5,130.3,97000.0,28.3
30.1,130.2,97200.0,30.900000000000002
30.3,130.2,97500.0,26.200000000000003
30.6,130.1,98000.0,26.200000000000003
31.900000000000002,130.0,98000.0,27.3
32.8,130.4,98100.0,24.200000000000003
32.5,130.5,98200.0,23.200000000000003
33.6,131.6,98100.0,23.700000000000003
33.8,131.9,98300.0,21.6
35.6,132.4,98100.0,23.200000000000003
