latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.7,129.4,96700.0,32.9
25.1,128.5,96600.0,30.900000000000002
25.400000000000002,127.60000000000001,96400.0,30.900000000000002
25.7,127.10000000000001,95900.0,31.900000000000002
26.1,126.4,95700.0,36.5
26.2,125.3,95400.0,40.6
26.1,124.5,95500.0,37.6
26.400000000000002,123.3,95500.0,52.0
26.2,123.2,95500.0,49.900000000000006
26.400000000000002,122.4,95800.0,41.7
26.1,122.2,95700.0,46.800000000000004
26.400000000000002,121.7,96500.0,35.0
26.3,121.60000000000001,97000.0,34.5
26.1,121.3,97100.0,30.900000000000002
26.1,121.5,97400.0,28.3
26.1,121.9,97600.0,27.8
25.900000000000002,122.60000000000001,97800.0,28.8
25.5,123.8,97500.0,29.8
26.0,125.3,97800.0,29.3
27.3,126.4,97700.0,27.3
28.5,126.60000000000001,97800.0,24.200000000000003
29.1,125.7,97700.0,22.1
28.900000000000002,125.2,97800.0,19.6
28.900000000000002,125.7,97500.0,22.6
28.900000000000002,126.3,97700.0,20.6
29.3,126.9,97900.0,19.0
29.6,127.10000000000001,98100.0,19.0
29.5,127.2,98200.0,16.5
29.2,127.8,98400.0,18.0
28.7,128.4,98300.0,19.0
28.1,129.5,98500.0,18.0
28.1,130.9,98400.0,19.0
28.2,132.6,98600.0,20.1
29.1,134.0,98500.0,19.6
30.5,134.7,98700.0,19.6
32.3,134.7,98600.0,20.6
33.5,134.4,98700.0,19.0
34.2,134.5,98800.0,20.6
37.0,134.9,99500.0,17.0
