latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.5,129.1,970.0,27.8
24.900000000000002,128.6,966.0,27.3
24.900000000000002,128.0,967.0,27.8
25.2,127.60000000000001,964.0,31.400000000000002
25.5,127.10000000000001,962.0,32.4
25.8,126.4,960.0,32.9
25.8,126.0,960.0,32.9
26.1,125.5,960.0,35.0
26.3,125.4,960.0,32.9
26.400000000000002,125.2,958.0,32.9
26.6,125.2,960.0,34.0
26.8,124.9,961.0,36.0
27.400000000000002,125.2,959.0,33.4
27.3,125.2,959.0,33.4
27.900000000000002,126.0,962.0,31.400000000000002
28.5,126.10000000000001,962.0,29.8
29.0,126.2,965.0,30.400000000000002
29.3,126.2,963.0,29.8
29.6,126.5,962.0,30.900000000000002
29.7,126.60000000000001,960.0,31.400000000000002
29.7,126.7,961.0,29.8
29.8,126.9,960.0,30.400000000000002
29.7,127.4,963.0,31.900000000000002
29.8,127.7,962.0,29.8
30.1,127.60000000000001,965.0,27.8
30.1,128.7,963.0,29.8
30.5,129.5,964.0,31.400000000000002
31.0,129.9,964.0,29.8
31.8,131.2,968.0,29.8
32.8,131.2,969.0,27.3
33.4,131.9,973.0,23.700000000000003
34.7,133.0,977.0,23.200000000000003
36.300000000000004,133.0,978.0,22.1
37.6,133.3,979.0,20.6
39.1,134.0,980.0,21.6
40.5,134.3,979.0,21.1
42.4,136.2,979.0,21.6
44.6,138.0,983.0,22.1
46.4,140.0,988.0,22.1
47.6,144.0,995.0,18.0
48.6,147.5,998.0,17.5
