latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.6,129.7,970.0,29.3
25.1,128.7,966.0,29.8
25.400000000000002,127.7,967.0,30.400000000000002
25.5,127.10000000000001,967.0,28.8
25.7,126.7,964.0,32.9
26.0,126.0,959.0,34.5
26.1,125.2,957.0,40.1
26.0,124.60000000000001,957.0,40.6
26.0,124.3,956.0,45.300000000000004
26.0,123.9,959.0,39.6
25.6,123.8,957.0,43.7
25.3,123.60000000000001,958.0,42.7
24.900000000000002,123.60000000000001,957.0,40.6
25.5,124.3,956.0,38.6
25.900000000000002,124.7,958.0,37.0
26.5,124.2,960.0,34.0
27.0,124.3,964.0,33.4
27.5,123.8,964.0,32.9
27.900000000000002,123.7,966.0,31.400000000000002
28.5,123.4,967.0,30.400000000000002
28.7,123.2,968.0,31.400000000000002
29.400000000000002,122.7,968.0,28.3
29.6,122.3,971.0,28.3
30.3,122.0,973.0,26.8
30.6,121.60000000000001,976.0,26.200000000000003
30.8,121.0,975.0,22.1
31.1,120.3,979.0,19.6
31.5,119.5,981.0,18.5
31.3,118.8,983.0,16.5
31.3,117.9,985.0,15.4
31.1,116.9,984.0,14.9
31.2,115.8,987.0,11.8
30.5,115.10000000000001,988.0,12.9
30.400000000000002,114.60000000000001,989.0,11.8
30.3,113.9,989.0,11.8
29.6,113.60000000000001,990.0,10.8
29.2,113.2,992.0,10.8
29.2,112.9,989.0,12.9
28.7,112.5,984.0,16.5
28.400000000000002,112.0,986.0,13.4
28.400000000000002,111.7,988.0,11.8
