latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.400000000000002,129.3,962.0,32.9
24.900000000000002,128.6,959.0,35.0
25.2,127.5,961.0,29.3
25.5,127.10000000000001,960.0,31.400000000000002
25.5,126.5,955.0,30.400000000000002
25.900000000000002,125.9,948.0,35.5
26.0,125.0,951.0,31.400000000000002
26.0,124.4,954.0,33.4
26.0,124.10000000000001,952.0,42.2
26.1,123.7,951.0,38.6
26.1,123.5,952.0,44.800000000000004
25.900000000000002,122.7,955.0,41.7
25.8,123.10000000000001,957.0,42.7
26.1,124.10000000000001,958.0,32.9
26.5,125.0,959.0,35.5
27.0,125.5,959.0,32.4
27.8,126.10000000000001,961.0,32.9
28.0,126.8,957.0,35.5
28.5,127.2,954.0,37.6
28.900000000000002,127.8,953.0,37.6
29.400000000000002,128.7,955.0,34.0
29.6,129.7,953.0,36.0
30.1,130.6,954.0,37.6
30.8,131.2,954.0,34.0
31.3,131.6,958.0,30.400000000000002
31.7,132.1,955.0,30.400000000000002
32.2,132.8,958.0,30.900000000000002
32.9,133.1,962.0,29.8
34.0,133.3,969.0,23.200000000000003
35.300000000000004,133.8,974.0,19.6
36.1,133.9,972.0,22.1
37.5,134.6,975.0,21.1
39.800000000000004,135.6,976.0,20.6
42.2,136.6,976.0,24.200000000000003
44.300000000000004,137.9,978.0,26.200000000000003
46.4,139.20000000000002,981.0,22.6
48.5,141.1,983.0,22.6
50.800000000000004,143.6,986.0,19.6
