latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.7,129.3,96800.0,31.900000000000002
25.0,128.7,96700.0,28.3
25.3,127.9,96800.0,29.3
25.6,127.4,96500.0,30.400000000000002
26.0,126.9,96200.0,30.900000000000002
26.3,126.0,95600.0,43.2
26.3,125.2,95500.0,37.0
26.3,124.5,95200.0,46.300000000000004
26.3,124.0,95100.0,45.800000000000004
26.400000000000002,123.60000000000001,95000.0,45.300000000000004
26.1,123.2,95700.0,40.1
26.0,122.4,96100.0,33.4
25.900000000000002,122.5,96700.0,28.8
25.7,123.0,96800.0,31.900000000000002
25.0,124.10000000000001,97000.0,35.5
25.6,125.10000000000001,96700.0,35.5
26.2,126.4,96900.0,31.900000000000002
26.400000000000002,127.10000000000001,96800.0,28.8
26.6,127.7,96900.0,25.200000000000003
26.8,128.5,96900.0,26.8
26.8,129.3,97000.0,24.700000000000003
27.2,129.7,96800.0,26.8
26.8,129.7,96900.0,27.8
26.7,130.2,97000.0,24.200000000000003
26.7,130.9,97300.0,24.200000000000003
27.2,131.3,97300.0,23.200000000000003
27.5,131.0,97700.0,20.6
27.8,130.6,97300.0,23.200000000000003
27.3,130.2,97000.0,25.200000000000003
27.3,130.0,96500.0,29.3
27.0,130.0,96100.0,30.900000000000002
27.0,130.2,96400.0,29.8
27.1,130.5,96800.0,25.700000000000003
27.400000000000002,130.2,96900.0,24.200000000000003
27.6,129.9,97200.0,24.200000000000003
28.0,129.3,97400.0,22.6
28.2,129.0,97600.0,21.6
28.6,128.7,97600.0,22.1
29.2,128.3,97700.0,23.200000000000003
29.5,127.5,97600.0,23.200000000000003
30.1,127.10000000000001,97600.0,23.200000000000003
