latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
24.6,129.3,968.0,27.8
24.900000000000002,128.6,966.0,29.3
25.2,127.9,965.0,30.400000000000002
25.2,127.60000000000001,960.0,30.400000000000002
25.5,126.8,956.0,34.0
25.6,126.0,953.0,35.5
25.6,125.4,954.0,31.900000000000002
26.0,124.8,956.0,32.9
26.2,124.7,957.0,32.9
26.3,124.10000000000001,954.0,38.6
26.2,124.0,956.0,37.6
26.2,123.8,959.0,41.7
26.2,124.0,958.0,40.6
26.1,124.60000000000001,958.0,33.4
26.400000000000002,125.4,958.0,32.9
27.1,126.0,960.0,34.0
27.7,126.7,962.0,32.4
27.8,127.4,962.0,32.9
28.2,128.1,960.0,33.4
28.3,128.5,960.0,34.5
28.3,129.4,959.0,31.900000000000002
28.2,130.3,956.0,36.5
28.400000000000002,131.2,954.0,35.0
28.5,131.9,952.0,39.6
28.5,132.9,953.0,35.5
29.400000000000002,133.1,950.0,36.0
29.0,133.7,953.0,34.0
29.6,134.2,955.0,30.400000000000002
29.8,134.8,958.0,28.8
30.3,135.2,960.0,29.3
30.6,135.5,963.0,27.3
31.0,135.9,965.0,27.8
31.5,136.0,968.0,27.3
32.1,135.9,970.0,26.8
32.5,136.0,971.0,27.3
33.3,135.2,974.0,24.700000000000003
33.8,134.9,978.0,22.6
34.6,135.0,981.0,22.1
35.800000000000004,135.3,984.0,20.6
37.0,136.1,985.0,21.1
39.9,137.5,984.0,20.1
