latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.8,91.60000000000001,99000.0,18.0
22.0,90.5,98900.0,19.6
22.3,88.8,98700.0,16.5
22.3,88.5,98700.0,16.5
23.2,88.10000000000001,98700.0,15.4
23.6,86.2,99000.0,15.4
23.8,84.3,98700.0,13.9
23.7,84.0,98900.0,12.9
24.1,83.8,98900.0,13.4
24.3,83.4,99000.0,11.8
25.1,82.60000000000001,99300.0,11.3
25.1,83.60000000000001,99300.0,8.200000000000001
25.400000000000002,83.4,99700.0,8.200000000000001
26.0,83.2,99700.0,7.2
26.0,83.60000000000001,99700.0,6.7
25.5,85.60000000000001,99900.0,10.8
26.0,85.4,99500.0,7.7
26.900000000000002,84.3,99700.0,7.7
27.0,83.60000000000001,99500.0,6.7
27.2,84.0,99800.0,7.7
28.2,81.0,99500.0,8.200000000000001
28.3,80.8,99700.0,7.7
28.7,80.5,99700.0,7.2
28.2,81.0,99900.0,4.6000000000000005
