latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.8,91.5,99200.0,16.0
21.7,91.10000000000001,99100.0,15.4
22.7,90.0,99000.0,15.4
22.8,89.5,99100.0,13.9
23.2,89.3,99000.0,14.4
24.5,88.4,99200.0,12.9
25.2,86.60000000000001,99000.0,11.8
24.7,84.7,99200.0,10.8
24.7,85.4,99100.0,12.4
25.0,84.7,99300.0,10.8
25.0,84.3,99000.0,8.8
25.0,84.5,99500.0,10.8
25.0,85.10000000000001,99400.0,9.3
25.400000000000002,84.4,99400.0,7.7
25.6,84.0,99700.0,7.7
25.8,84.0,99600.0,7.7
25.7,84.5,99800.0,8.8
26.1,85.10000000000001,99800.0,5.7
25.900000000000002,86.10000000000001,99500.0,7.7
25.7,86.5,99700.0,7.7
27.0,83.5,99500.0,6.7
27.0,83.5,99600.0,6.2
