latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.8,91.60000000000001,989.0,17.5
20.0,89.9,988.0,23.700000000000003
23.0,89.4,990.0,14.9
23.400000000000002,88.0,989.0,14.4
24.0,86.7,992.0,14.9
24.6,85.0,989.0,11.3
24.0,84.7,991.0,11.3
24.1,83.9,989.0,12.9
24.400000000000002,83.2,990.0,10.3
24.6,83.4,989.0,10.3
25.1,82.7,992.0,10.8
25.1,82.8,990.0,12.9
25.400000000000002,81.8,993.0,12.9
25.6,81.0,993.0,10.8
25.6,80.5,997.0,8.8
25.2,80.5,997.0,8.200000000000001
24.900000000000002,81.4,999.0,9.3
25.2,82.0,997.0,8.8
25.3,83.9,998.0,10.3
25.3,83.9,999.0,8.8
