latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.8,91.9,990.0,19.0
21.8,90.9,990.0,17.5
21.900000000000002,89.2,988.0,17.5
22.400000000000002,89.4,986.0,18.0
23.1,88.5,986.0,15.4
23.3,87.0,988.0,16.0
22.8,86.2,986.0,16.0
23.0,85.7,990.0,16.0
22.6,84.3,992.0,14.9
24.0,84.3,991.0,13.9
24.0,84.3,994.0,11.8
24.3,84.7,996.0,11.3
24.900000000000002,84.8,994.0,10.8
25.0,84.7,997.0,10.3
25.0,84.5,997.0,9.3
24.8,84.2,998.0,8.200000000000001
25.1,85.2,995.0,9.8
25.3,85.0,998.0,9.3
26.3,85.8,995.0,6.7
