latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.7,91.60000000000001,989.0,17.0
21.8,90.7,989.0,18.0
22.5,89.3,987.0,17.0
22.1,88.5,986.0,17.0
23.3,88.10000000000001,985.0,16.0
23.6,86.4,988.0,14.9
24.400000000000002,84.7,987.0,13.4
24.0,84.2,988.0,12.9
23.7,83.60000000000001,988.0,12.4
23.900000000000002,82.7,990.0,14.4
24.0,82.5,989.0,14.4
24.400000000000002,82.2,991.0,11.8
24.8,82.8,991.0,9.8
25.400000000000002,81.7,995.0,9.3
25.400000000000002,80.7,994.0,7.7
25.3,80.8,998.0,7.7
25.400000000000002,80.2,997.0,7.7
25.400000000000002,81.0,999.0,10.8
25.7,79.3,996.0,10.8
