latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.8,91.60000000000001,99000.0,16.5
21.7,90.60000000000001,99000.0,16.0
22.6,89.4,98900.0,16.5
22.7,88.8,98900.0,14.4
23.1,87.5,98800.0,14.4
23.1,85.9,99100.0,13.9
23.3,84.7,98900.0,12.9
23.3,83.3,99100.0,12.9
22.3,82.10000000000001,99000.0,13.4
22.6,82.5,99200.0,12.4
22.8,82.4,99100.0,11.3
24.0,81.9,99500.0,9.8
23.7,80.7,99500.0,8.8
25.6,80.5,99800.0,8.200000000000001
25.5,80.2,99800.0,7.7
25.400000000000002,81.10000000000001,99600.0,7.2
