latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
20.8,91.60000000000001,98900.0,17.0
22.1,90.7,98900.0,18.5
22.2,89.2,98700.0,17.5
22.3,88.5,98900.0,14.4
23.3,87.3,98800.0,15.4
23.6,86.2,99100.0,14.4
24.1,83.9,98900.0,11.3
24.0,82.60000000000001,99100.0,8.8
24.2,81.4,99100.0,10.8
24.1,79.60000000000001,99200.0,12.4
24.3,78.9,99200.0,9.8
23.8,76.7,99300.0,11.3
23.7,76.5,99100.0,11.8
24.400000000000002,77.10000000000001,99300.0,15.4
25.8,76.7,99200.0,11.8
25.7,76.2,99600.0,11.3
26.1,76.2,99700.0,8.8
26.8,76.2,99900.0,10.3
27.1,75.3,99900.0,8.200000000000001
28.5,75.8,100100.0,8.200000000000001
28.0,77.10000000000001,99900.0,9.8
28.0,76.7,100000.0,10.3
27.2,77.9,99700.0,9.3
27.2,78.9,99900.0,6.2
27.5,79.10000000000001,99800.0,6.7
28.2,80.10000000000001,99800.0,8.200000000000001
28.2,80.10000000000001,99600.0,9.8
