latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
15.0,-103.9,100900.0,9.3
15.8,-106.8,101200.0,10.3
16.4,-109.5,101100.0,8.8
17.1,-110.0,101200.0,11.3
16.9,-112.0,100800.0,10.8
16.4,-113.3,101100.0,12.4
16.1,-114.60000000000001,100700.0,11.3
15.6,-115.60000000000001,100900.0,11.3
15.200000000000001,-117.0,100600.0,13.4
14.700000000000001,-118.60000000000001,100800.0,13.4
14.6,-120.10000000000001,100400.0,14.4
14.3,-121.10000000000001,100700.0,14.9
14.0,-122.0,100500.0,12.9
13.5,-123.2,100700.0,13.9
13.0,-125.0,100700.0,13.9
13.0,-126.0,100500.0,12.4
12.8,-127.0,100800.0,11.8
12.5,-128.3,100600.0,12.9
12.1,-129.6,100900.0,12.4
11.6,-130.5,100700.0,11.3
11.1,-131.7,100900.0,12.4
11.0,-132.9,100800.0,11.3
10.3,-135.8,101000.0,11.3
