latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
14.5,-105.2,100800.0,14.9
15.0,-106.9,101100.0,11.8
15.0,-108.3,100600.0,16.5
15.200000000000001,-109.8,100800.0,16.5
15.4,-111.3,100600.0,13.4
15.200000000000001,-113.0,100800.0,13.9
15.5,-114.4,100400.0,18.0
15.200000000000001,-115.9,100400.0,19.0
14.9,-117.5,100000.0,19.6
14.5,-119.0,100200.0,20.1
14.4,-120.8,99800.0,21.6
14.3,-122.3,100300.0,19.0
14.0,-123.7,100300.0,17.5
13.6,-125.3,100600.0,19.0
13.5,-126.5,100400.0,16.5
13.3,-127.7,100900.0,14.4
