latitude,longitude,pressureReducedToMeanSeaLevel,windSpeedAt10M
15.0,-104.8,100900.0,11.8
15.9,-106.60000000000001,101000.0,11.8
15.8,-108.0,100600.0,12.9
16.0,-109.3,100800.0,14.9
15.8,-110.9,100500.0,12.9
16.1,-111.7,100800.0,13.4
15.8,-113.3,100400.0,14.4
15.8,-114.5,100500.0,17.5
15.700000000000001,-115.9,100400.0,16.0
15.3,-117.0,100700.0,17.0
14.6,-121.10000000000001,100500.0,12.9
14.6,-121.8,100800.0,13.9
13.8,-124.2,100800.0,13.4
13.3,-125.10000000000001,100600.0,12.4
11.700000000000001,-130.1,100700.0,11.3
10.4,-131.1,101000.0,11.8
10.200000000000001,-132.9,100800.0,10.8
